,bus,control,capital_cost,p_nom_extendable,dispatch,p_nom,p_nom_opt,p_nom_max,efficiency,carrier,marginal_cost
IT offwind,IT,PQ,295041.156155,True,variable,0.0,0.00295872935218,42004.716364,1.0,offwind,0.02
IT solar,IT,PQ,76486.3103324,True,variable,0.0,139167.358247,201161.125434,1.0,solar,0.01
IT OCGT,IT,PQ,47234.5614044,True,flexible,0.0,11391.1573792,inf,0.39,OCGT,58.3846153846
IT ror,IT,PQ,0.0,False,variable,8752.0,8752.0,inf,1.0,ror,0.0
SI onwind,SI,Slack,136428.031355,True,variable,0.0,0.00304340410105,11210.9090865,1.0,onwind,0.015
SI solar,SI,PQ,76486.3103324,True,variable,0.0,0.275489049413,7498.2945251,1.0,solar,0.01
SI OCGT,SI,PQ,47234.5614044,True,flexible,0.0,2581.97426183,inf,0.39,OCGT,58.3846153846
SI ror,SI,PQ,0.0,False,variable,500.0,500.0,inf,1.0,ror,0.0
ES0 onwind,ES,Slack,136428.031355,True,variable,0.0,0.00518190590836,37083.6019453,1.0,onwind,0.015
ES1 onwind,ES,PQ,136428.031355,True,variable,0.0,0.00573598823167,86839.3382404,1.0,onwind,0.015
ES2 onwind,ES,PQ,136428.031355,True,variable,0.0,0.00893669387323,78556.6936336,1.0,onwind,0.015
ES3 onwind,ES,PQ,136428.031355,True,variable,0.0,46239.5492652,93189.2333087,1.0,onwind,0.015
ES offwind,ES,PQ,295041.156155,True,variable,0.0,0.00374523306962,16168.535086,1.0,offwind,0.02
ES solar,ES,PQ,76486.3103324,True,variable,0.0,109550.927061,313481.541765,1.0,solar,0.01
ES OCGT,ES,PQ,47234.5614044,True,flexible,0.0,281.911426927,inf,0.39,OCGT,58.3846153846
ES ror,ES,PQ,0.0,False,variable,1044.35190926,1044.35190926,inf,1.0,ror,0.0
LU onwind,LU,Slack,136428.031355,True,variable,0.0,0.00784292717955,3785.23091705,1.0,onwind,0.015
LU solar,LU,PQ,76486.3103324,True,variable,0.0,2465.3345591,2465.33728361,1.0,solar,0.01
LU OCGT,LU,PQ,47234.5614044,True,flexible,0.0,552.830318117,inf,0.39,OCGT,58.3846153846
SK onwind,SK,Slack,136428.031355,True,variable,0.0,0.00669818269903,28992.8511218,1.0,onwind,0.015
SK solar,SK,PQ,76486.3103324,True,variable,0.0,752.967044799,28299.5866268,1.0,solar,0.01
SK OCGT,SK,PQ,47234.5614044,True,flexible,0.0,3493.30972408,inf,0.39,OCGT,58.3846153846
SK ror,SK,PQ,0.0,False,variable,2520.0,2520.0,inf,1.0,ror,0.0
EE onwind,EE,Slack,136428.031355,True,variable,0.0,3874.77732535,36332.6363412,1.0,onwind,0.015
EE offwind,EE,PQ,295041.156155,True,variable,0.0,0.00426805142963,20260.117045,1.0,offwind,0.02
EE solar,EE,PQ,76486.3103324,True,variable,0.0,0.00750727872768,16945.2028719,1.0,solar,0.01
EE OCGT,EE,PQ,47234.5614044,True,flexible,0.0,908.233293389,inf,0.39,OCGT,58.3846153846
LV onwind,LV,Slack,136428.031355,True,variable,0.0,14107.8136629,57263.7166119,1.0,onwind,0.015
LV offwind,LV,PQ,295041.156155,True,variable,0.0,0.00472678659368,17851.2780821,1.0,offwind,0.02
LV solar,LV,PQ,76486.3103324,True,variable,0.0,0.00747783560257,33978.6424987,1.0,solar,0.01
LV OCGT,LV,PQ,47234.5614044,True,flexible,0.0,929.257571819,inf,0.39,OCGT,58.3846153846
LV ror,LV,PQ,0.0,False,variable,1580.0,1580.0,inf,1.0,ror,0.0
LT onwind,LT,Slack,136428.031355,True,variable,0.0,0.7076848239,46984.150817,1.0,onwind,0.015
LT offwind,LT,PQ,295041.156155,True,variable,0.0,0.00533012563259,4613.55480661,1.0,offwind,0.02
LT solar,LT,PQ,76486.3103324,True,variable,0.0,0.00949283109207,50203.039979,1.0,solar,0.01
LT OCGT,LT,PQ,47234.5614044,True,flexible,0.0,957.534236789,inf,0.39,OCGT,58.3846153846
LT ror,LT,PQ,0.0,False,variable,352.0,352.0,inf,1.0,ror,0.0
