,bus,control,capital_cost,p_nom_extendable,dispatch,p_nom,p_nom_opt,p_nom_max,efficiency,carrier,marginal_cost
NO offwind,NO,PQ,295041.156155,True,variable,0.0,0.00573673196272,65256.982421,1.0,offwind,0.02
NO solar,NO,PQ,76486.3103324,True,variable,0.0,0.00501505688779,128135.77152,1.0,solar,0.01
NO OCGT,NO,PQ,47234.5614044,True,flexible,0.0,0.414141673195,inf,0.39,OCGT,58.3846153846
NO ror,NO,PQ,0.0,False,variable,2317.99733848,2317.99733848,inf,1.0,ror,0.0
BE onwind,BE,Slack,136428.031355,True,variable,0.0,0.0132764628503,24161.9951718,1.0,onwind,0.015
BE offwind,BE,PQ,295041.156155,True,variable,0.0,3902.17474752,3902.17600053,1.0,offwind,0.02
BE solar,BE,PQ,76486.3103324,True,variable,0.0,0.190240566071,32504.0376429,1.0,solar,0.01
BE OCGT,BE,PQ,47234.5614044,True,flexible,0.0,6806.71949441,inf,0.39,OCGT,58.3846153846
BE ror,BE,PQ,0.0,False,variable,142.0,142.0,inf,1.0,ror,0.0
GB0 onwind,GB,Slack,136428.031355,True,variable,0.0,0.0520228930627,72616.0284063,1.0,onwind,0.015
GB1 onwind,GB,PQ,136428.031355,True,variable,0.0,126070.72487,126070.735743,1.0,onwind,0.015
GB offwind,GB,PQ,295041.156155,True,variable,0.0,0.00773593996016,180446.507451,1.0,offwind,0.02
GB solar,GB,PQ,76486.3103324,True,variable,0.0,0.00825503632237,212041.178578,1.0,solar,0.01
GB OCGT,GB,PQ,47234.5614044,True,flexible,0.0,4.10605650593,inf,0.39,OCGT,58.3846153846
GB ror,GB,PQ,0.0,False,variable,886.0,886.0,inf,1.0,ror,0.0
PL0 onwind,PL,Slack,136428.031355,True,variable,0.0,0.0160189257881,48041.6990537,1.0,onwind,0.015
PL1 onwind,PL,PQ,136428.031355,True,variable,0.0,0.0227465127316,88300.3370788,1.0,onwind,0.015
PL2 onwind,PL,PQ,136428.031355,True,variable,0.0,6492.67881766,82185.1687724,1.0,onwind,0.015
PL offwind,PL,PQ,295041.156155,True,variable,0.0,12772.9245955,12772.9322259,1.0,offwind,0.02
PL solar,PL,PQ,76486.3103324,True,variable,0.0,0.014311501768,241452.203044,1.0,solar,0.01
PL OCGT,PL,PQ,47234.5614044,True,flexible,0.0,4594.34251886,inf,0.39,OCGT,58.3846153846
PL ror,PL,PQ,0.0,False,variable,1663.48314597,1663.48314597,inf,1.0,ror,0.0
BG onwind,BG,Slack,136428.031355,True,variable,0.0,0.00712713185412,56309.389011,1.0,onwind,0.015
BG offwind,BG,PQ,295041.156155,True,variable,0.0,0.00196435472583,2730.87703188,1.0,offwind,0.02
BG solar,BG,PQ,76486.3103324,True,variable,0.0,6773.23963447,62957.8920825,1.0,solar,0.01
BG OCGT,BG,PQ,47234.5614044,True,flexible,0.0,405.429285188,inf,0.39,OCGT,58.3846153846
BG ror,BG,PQ,0.0,False,variable,939.0,939.0,inf,1.0,ror,0.0
GR onwind,GR,Slack,136428.031355,True,variable,0.0,0.00875411423855,33247.8987692,1.0,onwind,0.015
GR offwind,GR,PQ,295041.156155,True,variable,0.0,20516.1769689,42776.7669249,1.0,offwind,0.02
GR solar,GR,PQ,76486.3103324,True,variable,0.0,6223.3415424,56126.4740752,1.0,solar,0.01
GR OCGT,GR,PQ,47234.5614044,True,flexible,0.0,396.087097759,inf,0.39,OCGT,58.3846153846
GR ror,GR,PQ,0.0,False,variable,648.0,648.0,inf,1.0,ror,0.0
PT onwind,PT,Slack,136428.031355,True,variable,0.0,0.0683360439568,48246.9545252,1.0,onwind,0.015
PT offwind,PT,PQ,295041.156155,True,variable,0.0,0.00568762457603,8100.28978217,1.0,offwind,0.02
PT solar,PT,PQ,76486.3103324,True,variable,0.0,22298.2285051,38644.945722,1.0,solar,0.01
PT OCGT,PT,PQ,47234.5614044,True,flexible,0.0,0.120662263636,inf,0.39,OCGT,58.3846153846
PT ror,PT,PQ,0.0,False,variable,3859.54246907,3859.54246907,inf,1.0,ror,0.0
CH onwind,CH,Slack,136428.031355,True,variable,0.0,0.00521504715911,40009.1368411,1.0,onwind,0.015
CH solar,CH,PQ,76486.3103324,True,variable,0.0,32433.7390952,33191.2030811,1.0,solar,0.01
CH OCGT,CH,PQ,47234.5614044,True,flexible,0.0,0.332707459619,inf,0.39,OCGT,58.3846153846
CH ror,CH,PQ,0.0,False,variable,507.22601419,507.22601419,inf,1.0,ror,0.0
HR onwind,HR,Slack,136428.031355,True,variable,0.0,0.0130016758074,26191.7407385,1.0,onwind,0.015
HR offwind,HR,PQ,295041.156155,True,variable,0.0,0.00429728839288,18674.160291,1.0,offwind,0.02
HR solar,HR,PQ,76486.3103324,True,variable,0.0,7089.53833664,24763.9061429,1.0,solar,0.01
HR OCGT,HR,PQ,47234.5614044,True,flexible,0.0,171.89780096,inf,0.39,OCGT,58.3846153846
HR ror,HR,PQ,0.0,False,variable,800.0,800.0,inf,1.0,ror,0.0
RO0 onwind,RO,Slack,136428.031355,True,variable,0.0,0.00472438471774,31316.9832275,1.0,onwind,0.015
RO1 onwind,RO,PQ,136428.031355,True,variable,0.0,0.0122089059124,110850.902559,1.0,onwind,0.015
RO offwind,RO,PQ,295041.156155,True,variable,0.0,0.0291028982928,12769.4118953,1.0,offwind,0.02
RO solar,RO,PQ,76486.3103324,True,variable,0.0,22612.7924134,185750.85085,1.0,solar,0.01
RO OCGT,RO,PQ,47234.5614044,True,flexible,0.0,427.027696572,inf,0.39,OCGT,58.3846153846
RO ror,RO,PQ,0.0,False,variable,2703.01391007,2703.01391007,inf,1.0,ror,0.0
CZ onwind,CZ,Slack,136428.031355,True,variable,0.0,0.0114320093486,83190.1068189,1.0,onwind,0.015
CZ solar,CZ,PQ,76486.3103324,True,variable,0.0,15611.9068821,60884.8108445,1.0,solar,0.01
CZ OCGT,CZ,PQ,47234.5614044,True,flexible,0.0,7126.52326396,inf,0.39,OCGT,58.3846153846
CZ ror,CZ,PQ,0.0,False,variable,221.0,221.0,inf,1.0,ror,0.0
HU onwind,HU,Slack,136428.031355,True,variable,0.0,0.0102720348883,78289.8281731,1.0,onwind,0.015
HU solar,HU,PQ,76486.3103324,True,variable,0.0,12674.0748211,94185.2429926,1.0,solar,0.01
HU OCGT,HU,PQ,47234.5614044,True,flexible,0.0,4573.78270529,inf,0.39,OCGT,58.3846153846
HU ror,HU,PQ,0.0,False,variable,30.526315788,30.526315788,inf,1.0,ror,0.0
RS onwind,RS,Slack,136428.031355,True,variable,0.0,0.00586190146,88984.8799134,1.0,onwind,0.015
RS solar,RS,PQ,76486.3103324,True,variable,0.0,14957.7659749,58296.5504528,1.0,solar,0.01
RS OCGT,RS,PQ,47234.5614044,True,flexible,0.0,1826.30052933,inf,0.39,OCGT,58.3846153846
RS ror,RS,PQ,0.0,False,variable,1749.7264437,1749.7264437,inf,1.0,ror,0.0
DE0 onwind,DE,Slack,136428.031355,True,variable,0.0,0.00643542110101,48167.1178737,1.0,onwind,0.015
DE1 onwind,DE,PQ,136428.031355,True,variable,0.0,0.00814551630984,88506.374424,1.0,onwind,0.015
DE2 onwind,DE,PQ,136428.031355,True,variable,0.0,73274.6501492,102391.237219,1.0,onwind,0.015
DE offwind,DE,PQ,295041.156155,True,variable,0.0,54056.4105021,54056.4129555,1.0,offwind,0.02
DE solar,DE,PQ,76486.3103324,True,variable,0.0,0.0379217811389,289068.847367,1.0,solar,0.01
DE OCGT,DE,PQ,47234.5614044,True,flexible,0.0,7499.72184144,inf,0.39,OCGT,58.3846153846
DE ror,DE,PQ,0.0,False,variable,9992.86767571,9992.86767571,inf,1.0,ror,0.0
IE onwind,IE,Slack,136428.031355,True,variable,0.0,28521.5730112,56771.7314682,1.0,onwind,0.015
IE offwind,IE,PQ,295041.156155,True,variable,0.0,0.00337124245963,22268.6923413,1.0,offwind,0.02
IE solar,IE,PQ,76486.3103324,True,variable,0.0,0.00597306168367,54733.9027986,1.0,solar,0.01
IE OCGT,IE,PQ,47234.5614044,True,flexible,0.0,0.504019868731,inf,0.39,OCGT,58.3846153846
IE ror,IE,PQ,0.0,False,variable,106.0,106.0,inf,1.0,ror,0.0
SE0 onwind,SE,Slack,136428.031355,True,variable,0.0,0.0086741294639,29240.6923556,1.0,onwind,0.015
SE1 onwind,SE,PQ,136428.031355,True,variable,0.0,0.00868006913076,75816.758933,1.0,onwind,0.015
SE2 onwind,SE,PQ,136428.031355,True,variable,0.0,0.0090890964085,107551.822846,1.0,onwind,0.015
SE3 onwind,SE,PQ,136428.031355,True,variable,0.0,18003.5193168,132522.987771,1.0,onwind,0.015
SE offwind,SE,PQ,295041.156155,True,variable,0.0,0.00280527320726,111678.574219,1.0,offwind,0.02
SE solar,SE,PQ,76486.3103324,True,variable,0.0,0.0066275860862,60257.9665422,1.0,solar,0.01
SE OCGT,SE,PQ,47234.5614044,True,flexible,0.0,2.71187811451,inf,0.39,OCGT,58.3846153846
SE ror,SE,PQ,0.0,False,variable,6564.0,6564.0,inf,1.0,ror,0.0
DK onwind,DK,Slack,136428.031355,True,variable,0.0,40474.0183519,40474.0201608,1.0,onwind,0.015
DK offwind,DK,PQ,295041.156155,True,variable,0.0,0.012217433709,106731.977939,1.0,offwind,0.02
DK solar,DK,PQ,76486.3103324,True,variable,0.0,0.00885761509969,42610.8250802,1.0,solar,0.01
DK OCGT,DK,PQ,47234.5614044,True,flexible,0.0,1536.76099893,inf,0.39,OCGT,58.3846153846
IT0 onwind,IT,Slack,136428.031355,True,variable,0.0,0.00455550610617,23384.262049,1.0,onwind,0.015
IT1 onwind,IT,PQ,136428.031355,True,variable,0.0,0.00639219193228,67457.003236,1.0,onwind,0.015
IT2 onwind,IT,PQ,136428.031355,True,variable,0.0,10123.4982578,71072.6451897,1.0,onwind,0.015
IT offwind,IT,PQ,295041.156155,True,variable,0.0,0.00336184074741,42004.716364,1.0,offwind,0.02
IT solar,IT,PQ,76486.3103324,True,variable,0.0,149009.034584,201161.125434,1.0,solar,0.01
IT OCGT,IT,PQ,47234.5614044,True,flexible,0.0,10590.332529,inf,0.39,OCGT,58.3846153846
IT ror,IT,PQ,0.0,False,variable,8752.0,8752.0,inf,1.0,ror,0.0
SI onwind,SI,Slack,136428.031355,True,variable,0.0,0.00348024568285,11210.9090865,1.0,onwind,0.015
SI solar,SI,PQ,76486.3103324,True,variable,0.0,0.266829778995,7498.2945251,1.0,solar,0.01
SI OCGT,SI,PQ,47234.5614044,True,flexible,0.0,2576.49609295,inf,0.39,OCGT,58.3846153846
SI ror,SI,PQ,0.0,False,variable,500.0,500.0,inf,1.0,ror,0.0
ES0 onwind,ES,Slack,136428.031355,True,variable,0.0,0.00484383675202,37083.6019453,1.0,onwind,0.015
ES1 onwind,ES,PQ,136428.031355,True,variable,0.0,0.00565914097574,86839.3382404,1.0,onwind,0.015
ES2 onwind,ES,PQ,136428.031355,True,variable,0.0,0.00844092688497,78556.6936336,1.0,onwind,0.015
ES3 onwind,ES,PQ,136428.031355,True,variable,0.0,45874.3186455,93189.2333087,1.0,onwind,0.015
ES offwind,ES,PQ,295041.156155,True,variable,0.0,0.00412102445047,16168.535086,1.0,offwind,0.02
ES solar,ES,PQ,76486.3103324,True,variable,0.0,118860.510075,313481.541765,1.0,solar,0.01
ES OCGT,ES,PQ,47234.5614044,True,flexible,0.0,0.0746346347499,inf,0.39,OCGT,58.3846153846
ES ror,ES,PQ,0.0,False,variable,1044.35190926,1044.35190926,inf,1.0,ror,0.0
LU onwind,LU,Slack,136428.031355,True,variable,0.0,0.0101142208845,3785.23091705,1.0,onwind,0.015
LU solar,LU,PQ,76486.3103324,True,variable,0.0,2465.33593334,2465.33728361,1.0,solar,0.01
LU OCGT,LU,PQ,47234.5614044,True,flexible,0.0,1055.96634356,inf,0.39,OCGT,58.3846153846
SK onwind,SK,Slack,136428.031355,True,variable,0.0,0.00735961494717,28992.8511218,1.0,onwind,0.015
SK solar,SK,PQ,76486.3103324,True,variable,0.0,8637.16148582,28299.5866268,1.0,solar,0.01
SK OCGT,SK,PQ,47234.5614044,True,flexible,0.0,4369.0859206,inf,0.39,OCGT,58.3846153846
SK ror,SK,PQ,0.0,False,variable,2520.0,2520.0,inf,1.0,ror,0.0
EE onwind,EE,Slack,136428.031355,True,variable,0.0,3846.19140174,36332.6363412,1.0,onwind,0.015
EE offwind,EE,PQ,295041.156155,True,variable,0.0,0.00529720355701,20260.117045,1.0,offwind,0.02
EE solar,EE,PQ,76486.3103324,True,variable,0.0,0.00833476595551,16945.2028719,1.0,solar,0.01
EE OCGT,EE,PQ,47234.5614044,True,flexible,0.0,550.024638287,inf,0.39,OCGT,58.3846153846
LV onwind,LV,Slack,136428.031355,True,variable,0.0,10140.0714659,57263.7166119,1.0,onwind,0.015
LV offwind,LV,PQ,295041.156155,True,variable,0.0,0.00560896898267,17851.2780821,1.0,offwind,0.02
LV solar,LV,PQ,76486.3103324,True,variable,0.0,0.00777902877102,33978.6424987,1.0,solar,0.01
LV OCGT,LV,PQ,47234.5614044,True,flexible,0.0,554.983657743,inf,0.39,OCGT,58.3846153846
LV ror,LV,PQ,0.0,False,variable,1580.0,1580.0,inf,1.0,ror,0.0
LT onwind,LT,Slack,136428.031355,True,variable,0.0,564.400470659,46984.150817,1.0,onwind,0.015
LT offwind,LT,PQ,295041.156155,True,variable,0.0,0.00655326954656,4613.55480661,1.0,offwind,0.02
LT solar,LT,PQ,76486.3103324,True,variable,0.0,0.00949060187202,50203.039979,1.0,solar,0.01
LT OCGT,LT,PQ,47234.5614044,True,flexible,0.0,570.126963191,inf,0.39,OCGT,58.3846153846
LT ror,LT,PQ,0.0,False,variable,352.0,352.0,inf,1.0,ror,0.0
