,bus,control,capital_cost,p_nom_extendable,dispatch,p_nom,p_nom_opt,p_nom_max,efficiency,carrier,marginal_cost
SK OCGT,SK,PQ,47234.5614044,True,flexible,0.0,3778.93139484,inf,0.39,OCGT,58.3846153846
SK ror,SK,PQ,0.0,False,variable,2520.0,2520.0,inf,1.0,ror,0.0
EE onwind,EE,Slack,136428.031355,True,variable,0.0,3428.82847213,36332.6363412,1.0,onwind,0.015
EE offwind,EE,PQ,295041.156155,True,variable,0.0,0.00329796184739,20260.117045,1.0,offwind,0.02
EE solar,EE,PQ,76486.3103324,True,variable,0.0,0.00587336722624,16945.2028719,1.0,solar,0.01
EE OCGT,EE,PQ,47234.5614044,True,flexible,0.0,599.595147179,inf,0.39,OCGT,58.3846153846
LV onwind,LV,Slack,136428.031355,True,variable,0.0,6974.16082001,57263.7166119,1.0,onwind,0.015
LV offwind,LV,PQ,295041.156155,True,variable,0.0,0.00349575853676,17851.2780821,1.0,offwind,0.02
LV solar,LV,PQ,76486.3103324,True,variable,0.0,0.0053081277046,33978.6424987,1.0,solar,0.01
LV OCGT,LV,PQ,47234.5614044,True,flexible,0.0,391.450052207,inf,0.39,OCGT,58.3846153846
LV ror,LV,PQ,0.0,False,variable,1580.0,1580.0,inf,1.0,ror,0.0
LT onwind,LT,Slack,136428.031355,True,variable,0.0,1138.60467515,46984.150817,1.0,onwind,0.015
LT offwind,LT,PQ,295041.156155,True,variable,0.0,0.00487177097677,4613.55480661,1.0,offwind,0.02
LT solar,LT,PQ,76486.3103324,True,variable,0.0,0.00688199006385,50203.039979,1.0,solar,0.01
LT OCGT,LT,PQ,47234.5614044,True,flexible,0.0,399.670916958,inf,0.39,OCGT,58.3846153846
LT ror,LT,PQ,0.0,False,variable,352.0,352.0,inf,1.0,ror,0.0
